feat_i,feat_j,name_i,name_j,cv_mean_acc,cv_std_acc,fold_accuracies,rank
15,16,compactness error,concavity error,0.7034493670886077,0.03813893801843689,0.737500000000;0.750000000000;0.650000000000;0.708860759494;0.670886075949,394
11,15,texture error,compactness error,0.7033227848101266,0.05743056249151363,0.725000000000;0.800000000000;0.662500000000;0.696202531646;0.632911392405,395
15,19,compactness error,fractal dimension error,0.7009810126582278,0.028150046041395215,0.725000000000;0.725000000000;0.662500000000;0.721518987342;0.670886075949,396
19,28,fractal dimension error,worst symmetry,0.7008544303797468,0.03438121839284601,0.712500000000;0.687500000000;0.762500000000;0.670886075949;0.670886075949,397
28,29,worst symmetry,worst fractal dimension,0.698512658227848,0.006901056396982113,0.687500000000;0.700000000000;0.700000000000;0.696202531646;0.708860759494,398
14,28,smoothness error,worst symmetry,0.6984493670886076,0.04060034086379928,0.637500000000;0.712500000000;0.762500000000;0.696202531646;0.683544303797,399
9,15,mean fractal dimension,compactness error,0.6959177215189873,0.03158957070628639,0.725000000000;0.737500000000;0.650000000000;0.683544303797;0.683544303797,400
4,15,mean smoothness,compactness error,0.6934810126582278,0.04070798793856175,0.737500000000;0.712500000000;0.625000000000;0.670886075949;0.721518987342,401
11,28,texture error,worst symmetry,0.6933860759493671,0.02147529070535871,0.675000000000;0.725000000000;0.712500000000;0.670886075949;0.683544303797,402
14,29,smoothness error,worst fractal dimension,0.6933544303797469,0.04988741129262862,0.675000000000;0.787500000000;0.662500000000;0.645569620253;0.696202531646,403
4,28,mean smoothness,worst symmetry,0.6886392405063291,0.03504872201089534,0.650000000000;0.650000000000;0.687500000000;0.721518987342;0.734177215190,404
4,14,mean smoothness,smoothness error,0.6884493670886076,0.026609389429906087,0.650000000000;0.725000000000;0.687500000000;0.708860759494;0.670886075949,405
8,29,mean symmetry,worst fractal dimension,0.6860443037974685,0.02220121093599434,0.650000000000;0.675000000000;0.687500000000;0.708860759494;0.708860759494,406
8,15,mean symmetry,compactness error,0.6860126582278483,0.02116461752762213,0.700000000000;0.650000000000;0.675000000000;0.696202531646;0.708860759494,407
18,28,symmetry error,worst symmetry,0.6857278481012659,0.04625164287714677,0.662500000000;0.712500000000;0.762500000000;0.632911392405;0.658227848101,408
4,29,mean smoothness,worst fractal dimension,0.6835126582278481,0.032211148437155154,0.637500000000;0.675000000000;0.700000000000;0.670886075949;0.734177215190,409
15,18,compactness error,symmetry error,0.6833227848101266,0.03824018473921907,0.737500000000;0.712500000000;0.637500000000;0.683544303797;0.645569620253,410
4,24,mean smoothness,worst smoothness,0.681139240506329,0.040757650913607786,0.637500000000;0.662500000000;0.650000000000;0.708860759494;0.746835443038,411
8,28,mean symmetry,worst symmetry,0.6809493670886078,0.03544877327014233,0.637500000000;0.650000000000;0.737500000000;0.696202531646;0.683544303797,412
11,29,texture error,worst fractal dimension,0.6807911392405063,0.04384899928188502,0.687500000000;0.762500000000;0.637500000000;0.658227848101;0.658227848101,413
4,19,mean smoothness,fractal dimension error,0.6784177215189874,0.022784062927270077,0.650000000000;0.662500000000;0.712500000000;0.696202531646;0.670886075949,414
4,9,mean smoothness,mean fractal dimension,0.6783860759493671,0.017057402356872423,0.675000000000;0.662500000000;0.700000000000;0.696202531646;0.658227848101,415
19,29,fractal dimension error,worst fractal dimension,0.678386075949367,0.058155964847952206,0.637500000000;0.762500000000;0.637500000000;0.620253164557;0.734177215190,416
8,14,mean symmetry,smoothness error,0.6759810126582279,0.062443565291699414,0.562500000000;0.675000000000;0.750000000000;0.708860759494;0.683544303797,417
4,8,mean smoothness,mean symmetry,0.6759493670886076,0.02047666435354129,0.662500000000;0.650000000000;0.687500000000;0.708860759494;0.670886075949,418
18,29,symmetry error,worst fractal dimension,0.6707278481012658,0.04807585937960263,0.675000000000;0.750000000000;0.637500000000;0.607594936709;0.683544303797,419
8,19,mean symmetry,fractal dimension error,0.6684493670886076,0.03843700639987217,0.650000000000;0.612500000000;0.700000000000;0.721518987342;0.658227848101,420
4,11,mean smoothness,texture error,0.668386075949367,0.01608342296128467,0.662500000000;0.675000000000;0.650000000000;0.696202531646;0.658227848101,421
4,18,mean smoothness,symmetry error,0.6582278481012658,0.017797362568783677,0.650000000000;0.662500000000;0.687500000000;0.658227848101;0.632911392405,422
8,9,mean symmetry,mean fractal dimension,0.6557911392405064,0.0312509573639605,0.650000000000;0.625000000000;0.687500000000;0.696202531646;0.620253164557,423
8,11,mean symmetry,texture error,0.6481962025316456,0.02904325490270838,0.637500000000;0.625000000000;0.700000000000;0.658227848101;0.620253164557,424
8,18,mean symmetry,symmetry error,0.6457278481012658,0.04298465610134173,0.650000000000;0.587500000000;0.700000000000;0.683544303797;0.607594936709,425
18,19,symmetry error,fractal dimension error,0.6202848101265823,0.06132829746945142,0.675000000000;0.650000000000;0.662500000000;0.607594936709;0.506329113924,426
11,19,texture error,fractal dimension error,0.6181012658227848,0.04374072566336139,0.550000000000;0.650000000000;0.650000000000;0.658227848101;0.582278481013,427
9,19,mean fractal dimension,fractal dimension error,0.6131962025316456,0.07779177492997139,0.637500000000;0.462500000000;0.687500000000;0.645569620253;0.632911392405,428
14,19,smoothness error,fractal dimension error,0.5631012658227847,0.07860758219694551,0.450000000000;0.487500000000;0.637500000000;0.607594936709;0.632911392405,429
11,14,texture error,smoothness error,0.550379746835443,0.025756772163640685,0.525000000000;0.525000000000;0.550000000000;0.556962025316;0.594936708861,430
9,14,mean fractal dimension,smoothness error,0.5402848101265822,0.034822724992931604,0.487500000000;0.525000000000;0.575000000000;0.531645569620;0.582278481013,431
9,11,mean fractal dimension,texture error,0.5376265822784811,0.016213653224158266,0.562500000000;0.550000000000;0.525000000000;0.518987341772;0.531645569620,432
11,18,texture error,symmetry error,0.5375949367088607,0.06389941874094178,0.550000000000;0.625000000000;0.475000000000;0.582278481013;0.455696202532,433
14,18,smoothness error,symmetry error,0.5227848101265822,0.046425355697704555,0.450000000000;0.487500000000;0.562500000000;0.569620253165;0.544303797468,434
9,18,mean fractal dimension,symmetry error,0.46971518987341776,0.05333171431073543,0.487500000000;0.475000000000;0.500000000000;0.518987341772;0.367088607595,435
